project,last_updated,Barcodes,Geno,Nitrogen,rep,Leaf_no,Photo,Cond,Tleaf,Trans,VpdL,lma_gm2,d13c,d15n,cent_n,cent_c,n_mass_mg_per_g,n_area_gm2,c_mass_mg_per_g,c_area_gm2
cousins_pheno_0,2019/01/17 08:11:28,Fa010AA031199,E10,10,1,5,27.21506821,0.176078106,31.98279038,0.00384254,2.181878841,24.77277387,-15.14,-0.62,3.134083621,46.23425862,31.34083621,0.776399448,462.3425862,11.45350834
cousins_pheno_0,2019/01/17 08:11:28,Fa010AA031229,E10,10,2,4,26.31045632,0.176339698,32.10881805,0.004061488,2.290006511,34.38290166,-15.32,-0.33,2.826,41.467,28.26,0.971660801,414.67,14.25755783
cousins_pheno_0,2019/01/17 08:11:28,Fa010AA031259,E10,10,3,5,17.35464075,0.114841543,31.91960717,0.002814819,2.423167532,37.1591608,-15.22,-1.85,2.409365517,45.67161149,24.09365517,0.895300007,456.7161149,16.97118755
cousins_pheno_0,2019/01/17 08:11:28,Fa010AA031289,E10,10,4,6,26.87753072,0.188609805,31.85511065,0.004172671,2.236871286,30.96596733,-14.72,-2.04,2.572496552,44.66265931,25.72496552,0.796598442,446.6265931,13.83022449
cousins_pheno_0,2019/01/17 08:11:28,Fa010AC031649,E10,100,1,6,33.87263864,0.217270054,31.78533888,0.004242122,1.975605736,24.34565708,-15.14,-4.36,5.290299123,47.10814912,52.90299123,1.287958083,471.0814912,11.46878844
cousins_pheno_0,2019/01/17 08:11:28,Fa010AC031679,E10,100,2,4,26.82895863,0.165258714,32.11404164,0.004234341,2.555915027,29.89817536,-15.5,-3.63,4.117,43.944,41.17,1.23090788,439.44,13.13845418
cousins_pheno_0,2019/01/17 08:11:28,Fa010AC031679,E10,100,2,5,29.71333501,0.182396804,32.00644875,0.003629458,2.024272197,29.89817536,-15.5,-3.63,4.117,43.944,41.17,1.23090788,439.44,13.13845418
cousins_pheno_0,2019/01/17 08:11:28,Fa010AC031709,E10,100,3,6,34.39543338,0.21291316,31.91610718,0.004442942,2.14394513,36.51848561,-15.28,-5.52,3.719,44.536,37.19,1.35812248,445.36,16.26387275
cousins_pheno_0,2019/01/17 08:11:28,Fa010AC031859,E10,100,8,6,23.58831431,0.116336839,31.69957542,0.002737841,2.334333022,31.17952573,-15.69,-5.16,3.876,46.275,38.76,1.208518417,462.75,14.42832553
cousins_pheno_0,2019/01/17 08:11:28,Fa010AB031409,E10,50,2,6,26.04214824,0.167413812,31.99684286,0.003540474,2.121348709,25.62700745,-14.87,-1.28,3.015,41.934,30.15,0.772654275,419.34,10.7464293
cousins_pheno_0,2019/01/17 08:11:28,Fa010AB031439,E10,50,3,5,22.74675969,0.134783015,31.70544624,0.002847836,2.09456171,24.98633226,-14.91,-1.44,2.724350427,47.41908974,27.24350427,0.68071525,474.1908974,11.84829132
cousins_pheno_0,2019/01/17 08:11:28,Fa010AB031529,E10,50,6,4,15.31798871,0.105542943,31.95622635,0.002597517,2.40791923,34.59646006,-15.52,-0.67,1.956,43.456,19.56,0.676706759,434.56,15.03423768
cousins_pheno_0,2019/01/17 08:11:28,Fa011AA031200,E11,10,1,5,11.9948171,0.074721458,31.94753408,0.001715782,2.240928994,24.98633226,-15.86,-1.05,2.283719658,42.60609402,22.83719658,0.570617782,426.0609402,10.64570021
cousins_pheno_0,2019/01/17 08:11:28,Fa011AA031230,E11,10,2,5,16.33806465,0.104415631,31.99859953,0.002368585,2.231597618,18.36602201,-15.84,-0.89,2.387,44.846,23.87,0.438396945,448.46,8.236426231
cousins_pheno_0,2019/01/17 08:11:28,Fa011AA031260,E11,10,3,5,10.51563918,0.087474854,31.91746998,0.002285078,2.56504783,24.77277387,-15.93,-0.63,2.27,44.058,22.7,0.562341967,440.58,10.91438871
cousins_pheno_0,2019/01/17 08:11:28,Fa011AA031320,E11,10,5,5,25.25234505,0.127257163,31.98636293,0.003155795,2.450668496,25.84056584,-15.37,-3.18,3.63,42.973,36.3,0.93801254,429.73,11.10446636
cousins_pheno_0,2019/01/17 08:11:28,Fa011AC031680,E11,100,2,5,24.60792994,0.163088771,31.91375694,0.003427159,2.107291018,31.39308412,-15.96,-2.33,3.03135034,40.75056871,30.3135034,0.951634362,407.5056871,12.79286031
cousins_pheno_0,2019/01/17 08:11:28,Fa011AC031740,E11,100,4,5,27.80412097,0.148431825,31.99624252,0.003398116,2.259985665,22.63718991,-15.76,-2.88,2.839391509,50.43656604,28.39391509,0.642758448,504.3656604,11.41742124
cousins_pheno_0,2019/01/17 08:11:28,Fa011AC031830,E11,100,7,5,21.82296518,0.126973216,32.1146965,0.002970414,2.309516585,30.11173375,-16.11,-5.06,3.881,45.246,38.81,1.168636387,452.46,13.62435505
cousins_pheno_0,2019/01/17 08:11:28,Fa011AC031860,E11,100,8,5,26.86679691,0.1602275,31.95594168,0.003533517,2.192863328,29.47105857,-16.16,-3.73,3.465,45.66,34.65,1.021172179,456.6,13.45648534
cousins_pheno_0,2019/01/17 08:11:28,Fa011AB031380,E11,50,1,6,23.06532698,0.172963364,32.03092385,0.003617257,2.102210312,27.7625914,-14.95,-0.63,2.085,38.843,20.85,0.578850031,388.43,10.78382338
cousins_pheno_0,2019/01/17 08:11:28,Fa011AB031440,E11,50,3,5,13.52864143,0.093199849,32.08588982,0.002220216,2.333456514,29.68461696,-14.52,-1.07,2.441554676,41.33411367,24.41554676,0.724766153,413.3411367,12.26987332
cousins_pheno_0,2019/01/17 08:11:28,Fa011AB031530,E11,50,6,4,15.78093384,0.096474768,31.93213908,0.002337976,2.372814691,21.78295633,-15.57,-0.41,1.921117647,42.101,19.21117647,0.418476218,421.01,9.170842444
cousins_pheno_0,2019/01/17 08:11:28,Fa011AB031560,E11,50,7,4,14.0320735,0.090770385,31.6879336,0.002380763,2.562911101,31.17952573,-15.68,-1.03,2.377,38.274,23.77,0.741137327,382.74,11.93365168
cousins_pheno_0,2019/01/17 08:11:28,Fa011AB031620,E11,50,9,5,15.25824949,0.10682662,31.97564125,0.002481331,2.280090262,37.3727192,-16.08,-5.15,3.549,45.577,35.49,1.326357804,455.77,17.03336423
cousins_pheno_0,2019/01/17 08:11:28,Fa012AA031201,E12,10,1,5,23.83976619,0.146560389,31.92852115,0.00345805,2.345778306,28.18970819,-15.52,-0.88,2.257865152,40.71683333,22.57865152,0.636485598,407.1683333,11.4779565
cousins_pheno_0,2019/01/17 08:11:28,Fa012AA031231,E12,10,2,4,9.467296868,0.079911437,32.09646225,0.001901628,2.325758129,29.25750017,-15.84,1.64,1.578,41.228,15.78,0.461683353,412.28,12.06228217
cousins_pheno_0,2019/01/17 08:11:28,Fa012AA031261,E12,10,3,4,14.18887046,0.07913389,31.95575332,0.001971023,2.419183059,24.34565708,-15.64,-0.73,2.123140351,48.77472368,21.23140351,0.516892469,487.7472368,11.87452697
cousins_pheno_0,2019/01/17 08:11:28,Fa012AA031351,E12,10,6,6,26.46228516,0.139727543,31.77158165,0.003335727,2.372134385,22.85074831,-15.32,-2.59,3.56,48.903,35.6,0.81348664,489.03,11.17470145
cousins_pheno_0,2019/01/17 08:11:28,Fa012AC031651,E12,100,1,6,32.36751804,0.212692591,31.92327166,0.004458099,2.140552047,27.7625914,-16.02,-3.77,3.865323846,46.14406769,38.65323846,1.073114066,461.4406769,12.81078897
cousins_pheno_0,2019/01/17 08:11:28,Fa012AC031681,E12,100,2,4,19.96333814,0.103842935,31.7970643,0.00240467,2.272562654,36.51848561,-15.37,-1.25,1.968,36.587,19.68,0.718683797,365.87,13.36101833
cousins_pheno_0,2019/01/17 08:11:28,Fa012AC031711,E12,100,3,4,25.97872835,0.151844498,32.08061123,0.003875321,2.534909591,27.9761498,-15.78,-3.14,2.547,40.253,25.47,0.712552535,402.53,11.26123958
cousins_pheno_0,2019/01/17 08:11:28,Fa012AC031741,E12,100,4,5,20.25999118,0.126495497,32.03695933,0.002917351,2.278793246,34.81001845,-15.44,-1.64,2.358346626,42.98146933,23.58346626,0.820940896,429.8146933,14.9618574
cousins_pheno_0,2019/01/17 08:11:28,Fa012AC031861,E12,100,8,5,25.68862289,0.155030834,32.06223774,0.00391089,2.508390929,34.81001845,-15.97,-4.18,3.219,43.555,32.19,1.120534494,435.55,15.16150354
cousins_pheno_0,2019/01/17 08:11:28,Fa012AB031381,E12,50,1,5,19.89750434,0.155744903,31.90233183,0.003365212,2.154346307,34.59646006,-15.34,-0.91,1.733,40.596,17.33,0.599556653,405.96,14.04477893
cousins_pheno_0,2019/01/17 08:11:28,Fa012AB031411,E12,50,2,6,23.39069956,0.141886134,32.25652695,0.003146406,2.211527404,24.13209868,-15.1,-0.54,2.924,46.021,29.24,0.705622565,460.21,11.10583313
cousins_pheno_0,2019/01/17 08:11:28,Fa012AB031531,E12,50,6,4,14.13772248,0.096550553,31.87673251,0.002531473,2.568833719,32.24731771,-15.73,-1.59,2.466208609,46.14125166,24.66208609,0.795286126,461.4125166,14.87931602
cousins_pheno_0,2019/01/17 08:11:28,Fa012AB031621,E12,50,9,5,26.36753559,0.205505771,31.88912821,0.004482102,2.188845116,42.0710039,-15.34,-1.29,1.845,39.368,18.45,0.776210022,393.68,16.56251282
cousins_pheno_0,2019/01/17 08:11:28,Fa013AA031202,E13,10,1,4,15.08481513,0.076736468,31.83810743,0.001863603,2.366501795,26.90835782,-15.5,-0.42,2.180889683,50.73217302,21.80889683,0.5868416,507.3217302,13.65119465
cousins_pheno_0,2019/01/17 08:11:28,Fa013AA031232,E13,10,2,6,27.7514356,0.167753061,31.90462875,0.003849891,2.307962312,30.96596733,-15.06,-2.36,2.649241379,48.56453241,26.49241379,0.82036322,485.6453241,15.03847724
cousins_pheno_0,2019/01/17 08:11:28,Fa013AA031262,E13,10,3,4,24.05801618,0.121528447,32.00125822,0.002829108,2.277798457,33.10155129,-15.61,-1.37,1.94653871,42.45570968,19.4653871,0.644334509,424.5570968,14.05349852
cousins_pheno_0,2019/01/17 08:11:28,Fa013AA031322,E13,10,5,4,21.53796047,0.121383698,32.08263969,0.002895857,2.341714238,30.53885054,-15.76,-1.53,2.071,40.838,20.71,0.632459595,408.38,12.47145578
cousins_pheno_0,2019/01/17 08:11:28,Fa013AA031352,E13,10,6,5,29.39412616,0.159183841,32.18052197,0.004114669,2.583720162,30.53885054,-15.8,-1.82,2.143,43.065,21.43,0.654447567,430.65,13.15155599
cousins_pheno_0,2019/01/17 08:11:28,Fa013AC031652,E13,100,1,5,32.27168115,0.189202602,32.03633754,0.004058964,2.15917571,39.29474476,-15.9,-3.83,3.285785326,36.72472609,32.85785326,1.291140957,367.2472609,14.43088738
cousins_pheno_0,2019/01/17 08:11:28,Fa013AC031742,E13,100,4,4,29.40838901,0.167348405,32.04154682,0.003962432,2.351863109,39.93541994,-16.12,-2.65,2.604676471,42.76471123,26.04676471,1.040188487,427.6471123,17.07826702
cousins_pheno_0,2019/01/17 08:11:28,Fa013AC031802,E13,100,6,4,26.97851113,0.139058876,31.86161168,0.003406203,2.402568045,26.69479943,-16.43,-3.23,3.175488,47.192052,31.75488,0.847690153,471.92052,12.59782363
cousins_pheno_0,2019/01/17 08:11:28,Fa013AB031382,E13,50,1,5,32.86729217,0.215508098,32.05198669,0.004426495,2.080929628,25.62700745,-15.02,-1.21,2.214034167,40.34526167,22.14034167,0.567390701,403.4526167,10.33928321
cousins_pheno_0,2019/01/17 08:11:28,Fa013AB031412,E13,50,2,5,21.37226449,0.119526687,32.08118153,0.002741242,2.269320938,16.65755484,-15.47,-3.04,1.847,40.534,18.47,0.307665038,405.34,6.751973279
cousins_pheno_0,2019/01/17 08:11:28,Fa013AB031532,E13,50,6,5,21.59860252,0.111401955,31.74334844,0.002559738,2.248795244,33.74222647,-15.4,-1.48,1.757386076,42.83203481,17.57386076,0.59298119,428.3203481,14.45248219
cousins_pheno_0,2019/01/17 08:11:28,Fa013AB031532,E13,50,6,6,19.16942312,0.10353753,32.02541479,0.002724072,2.577739354,33.74222647,-15.4,-1.48,1.757386076,42.83203481,17.57386076,0.59298119,428.3203481,14.45248219
cousins_pheno_0,2019/01/17 08:11:28,Fa014AA031203,E14,10,1,5,19.72259041,0.106302359,31.9499569,0.002379116,2.20624731,32.03375931,-15.71,-2.26,2.361177333,40.74900133,23.61177333,0.756373864,407.4900133,13.05343701
cousins_pheno_0,2019/01/17 08:11:28,Fa014AA031233,E14,10,2,5,12.88619762,0.073737084,31.90064526,0.001657256,2.20144846,27.9761498,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa014AA031263,E14,10,3,4,25.2966078,0.129698161,31.90543556,0.003550476,2.687317145,21.99651473,-15.56,-1.82,2.581354369,52.96711165,25.81354369,0.567807994,529.6711165,11.65091852
cousins_pheno_0,2019/01/17 08:11:28,Fa014AA031353,E14,10,6,5,27.68427158,0.144728,32.0835619,0.003611353,2.475894029,35.23713524,-15.51,-2.09,2.942,45.012,29.42,1.036676519,450.12,15.86093931
cousins_pheno_0,2019/01/17 08:11:28,Fa014AC031653,E14,100,1,4,30.51948513,0.190715733,32.00715065,0.004515699,2.378685024,39.72186155,-16.02,-3.9,3.733565591,43.40943979,37.33565591,1.483041755,434.0943979,17.24303757
cousins_pheno_0,2019/01/17 08:11:28,Fa014AC031683,E14,100,2,5,29.58728866,0.171977634,32.12805081,0.004121373,2.401067111,32.24731771,-16.23,-5.27,4.267213245,47.00677483,42.67213245,1.376061812,470.0677483,15.15842402
cousins_pheno_0,2019/01/17 08:11:28,Fa014AC031713,E14,100,3,4,30.59800581,0.192277133,31.39125013,0.004573779,2.402812165,35.66425203,-16.16,-3.01,3.238122156,37.29726228,32.38122156,1.154852047,372.9726228,13.30178962
cousins_pheno_0,2019/01/17 08:11:28,Fa014AC031893,E14,100,9,5,26.60337787,0.15570122,32.03642273,0.003949507,2.543601879,29.04394178,-16.34,-5.16,4.357,53.806,43.57,1.265444543,538.06,15.62738331
cousins_pheno_0,2019/01/17 08:11:28,Fa014AB031383,E14,50,1,5,24.10562752,0.151393334,32.4857165,0.003531379,2.314242229,30.11173375,-15.89,-1.97,2.238,37.447,22.38,0.673900601,374.47,11.27594094
cousins_pheno_0,2019/01/17 08:11:28,Fa014AB031443,E14,50,3,4,22.01797478,0.147639265,31.9858017,0.003811568,2.554093323,30.96596733,-14.99,-0.46,1.935946897,39.03752,19.35946897,0.599484684,390.3752,12.08834569
cousins_pheno_0,2019/01/17 08:11:28,Fa014AB031473,E14,50,4,4,17.70147475,0.112339248,31.92096075,0.002902351,2.541551162,36.73204401,-15.42,-1.59,1.785613372,44.25036628,17.85613372,0.65589229,442.5036628,16.25406402
cousins_pheno_0,2019/01/17 08:11:28,Fa014AB031503,E14,50,5,4,19.91995312,0.129066611,31.81626988,0.003010476,2.297638257,31.17952573,-15.78,-0.96,1.815054795,43.45339726,18.15054795,0.565925477,434.5339726,13.54856318
cousins_pheno_0,2019/01/17 08:11:28,Fa015AA031204,E15,10,1,5,22.83477942,0.122202613,31.98806286,0.002788468,2.248073704,45.70149662,-15.28,-2.52,2.901964019,42.02582056,29.01964019,1.326240988,420.2582056,19.20642896
cousins_pheno_0,2019/01/17 08:11:28,Fa015AA031234,E15,10,2,5,14.0012573,0.068177595,31.96629524,0.001834369,2.624613079,38.44051117,-15.46,-2.07,2.31172,42.10233111,23.1172,0.888636985,421.0233111,16.18435129
cousins_pheno_0,2019/01/17 08:11:28,Fa015AA031354,E15,10,6,6,19.91563086,0.106800774,32.05149842,0.002840304,2.612124406,26.05412424,-16.13,-3.54,3.352,40.259,33.52,0.873334245,402.59,10.48912988
cousins_pheno_0,2019/01/17 08:11:28,Fa015AC031654,E15,100,1,5,28.10488889,0.159299056,31.66712999,0.003356649,2.097602021,26.48124103,-15.44,-6.06,4.934,49.675,49.34,1.306584432,496.75,13.15455648
cousins_pheno_0,2019/01/17 08:11:28,Fa015AC031684,E15,100,2,5,32.32441562,0.187847457,32.08666153,0.004337375,2.331598717,38.44051117,-16.16,-3.67,4.222567778,45.88250111,42.22567778,1.623176638,458.8250111,17.63746796
cousins_pheno_0,2019/01/17 08:11:28,Fa015AC031714,E15,100,3,4,28.61710131,0.186277757,32.05084133,0.003713831,2.024768075,40.78965352,-16,-4.21,4.105750785,44.44379162,41.05750785,1.67472152,444.4379162,18.12846861
cousins_pheno_0,2019/01/17 08:11:28,Fa015AC031744,E15,100,4,4,23.90481787,0.128600614,31.96552277,0.003361647,2.569916878,22.42363152,-16.35,-4.2,5.047047619,53.30911429,50.47047619,1.131731361,533.0911429,11.95383935
cousins_pheno_0,2019/01/17 08:11:28,Fa015AB031384,E15,50,1,4,19.52146661,0.110606958,31.84850359,0.002647122,2.361522715,35.87781043,-15.99,-0.98,2.489665476,42.94519405,24.89665476,0.89323746,429.4519405,15.40779531
cousins_pheno_0,2019/01/17 08:11:28,Fa015AB031444,E15,50,3,6,19.61362415,0.118479042,31.8808918,0.002814767,2.366744939,23.49142349,-14.81,-0.3,1.918756364,41.71781091,19.18756364,0.450743183,417.1781091,9.800107632
cousins_pheno_0,2019/01/17 08:11:28,Fa015AB031534,E15,50,6,4,21.18013282,0.142714789,32.0315876,0.003447334,2.386385624,27.12191622,-15.54,-0.62,1.897417323,39.55706693,18.97417323,0.514615937,395.5706693,10.72863455
cousins_pheno_0,2019/01/17 08:11:28,Fa015AB031594,E15,50,8,4,13.46737658,0.078920461,31.75716782,0.001907808,2.353140111,30.53885054,-16.21,-4.84,3.488,39.916,34.88,1.065195107,399.16,12.18988758
cousins_pheno_0,2019/01/17 08:11:28,Fa016AA031235,E16,10,2,5,20.45560359,0.120093286,32.03246371,0.00272165,2.236895051,33.52866808,-15.56,-1.72,2.436592357,42.71240446,24.36592357,0.816956964,427.1240446,14.32090032
cousins_pheno_0,2019/01/17 08:11:28,Fa016AA031295,E16,10,4,4,23.95373246,0.133566436,31.9155194,0.003416044,2.530031896,34.38290166,-15.62,-1.13,2.018897516,45.3584441,20.18897516,0.694155548,453.584441,15.59554923
cousins_pheno_0,2019/01/17 08:11:28,Fa016AA031325,E16,10,5,5,19.69816538,0.100253752,31.98062968,0.002566427,2.514468032,36.51848561,-15.87,-2.3,2.741,41.833,27.41,1.000971691,418.33,15.27677809
cousins_pheno_0,2019/01/17 08:11:28,Fa016AA031355,E16,10,6,6,13.39569286,0.071685209,32.12560177,0.001891045,2.580468984,46.5557302,-15.64,-1.59,2.311878899,46.78597615,23.11878899,1.076312103,467.8597615,21.78155283
cousins_pheno_0,2019/01/17 08:11:28,Fa016AC031655,E16,100,1,6,32.97109213,0.20397639,31.98727179,0.004387093,2.206841382,41.43032871,-14.82,-5.34,3.914,45.069,39.14,1.621583066,450.69,18.67223485
cousins_pheno_0,2019/01/17 08:11:28,Fa016AC031685,E16,100,2,5,28.85496643,0.181086165,31.8555851,0.003555685,1.991866507,45.91505501,-15.36,-0.63,1.602081861,24.45956465,16.02081861,0.735596768,244.5956465,11.23062256
cousins_pheno_0,2019/01/17 08:11:28,Fa016AC031745,E16,100,4,4,20.75682931,0.101706915,32.07186635,0.00272418,2.614576663,32.6744345,-16.51,-3.45,3.78429085,42.37265686,37.8429085,1.236495635,423.7265686,13.84502601
cousins_pheno_0,2019/01/17 08:11:28,Fa016AC031835,E16,100,7,4,23.8082448,0.133541107,31.38454104,0.003035262,2.267827984,26.48124103,-16.39,-5,3.077,47.153,30.77,0.814827786,471.53,12.48669958
cousins_pheno_0,2019/01/17 08:11:28,Fa016AB031385,E16,50,1,4,29.65468277,0.197498088,31.99945879,0.004841037,2.447340381,24.98633226,-15.41,-1.58,2.830942735,45.06284786,28.30942735,0.707348758,450.6284786,11.25955289
cousins_pheno_0,2019/01/17 08:11:28,Fa016AB031445,E16,50,3,4,21.20776461,0.135359772,31.91399066,0.003334869,2.446594019,33.10155129,-14.86,-0.34,2.102316129,40.20079484,21.02316129,0.695899252,402.0079484,13.30708672
cousins_pheno_0,2019/01/17 08:11:28,Fa016AB031475,E16,50,4,5,12.46066938,0.073698063,31.95730654,0.001776576,2.349840569,27.12191622,-15.11,-0.74,2.467059055,47.20114961,24.67059055,0.66911369,472.0114961,12.80185625
cousins_pheno_0,2019/01/17 08:11:28,Fa016AB031535,E16,50,6,4,18.72218827,0.101695128,31.9920756,0.002653427,2.542548085,23.34905123,-15.93,-4.09,7.469932927,42.88124638,74.69932927,1.744158466,428.8124638,10.01236419
cousins_pheno_0,2019/01/17 08:11:28,Fa030AA031219,E17,10,1,6,28.63431057,0.174795378,31.88589001,0.004225541,2.428233881,27.7625914,-14.73,-2.71,3.158,44.301,31.58,0.876742636,443.01,12.29910562
cousins_pheno_0,2019/01/17 08:11:28,Fa030AA031249,E17,10,2,5,13.33058557,0.07188204,31.90707827,0.001655825,2.248937774,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa030AA031309,E17,10,4,4,10.81457772,0.071941018,32.02840296,0.00177122,2.392648817,27.54903301,-15.62,0.25,2.623321705,48.98934884,26.23321705,0.722699762,489.8934884,13.49609188
cousins_pheno_0,2019/01/17 08:11:28,Fa030AA031369,E17,10,6,5,32.16138397,0.193517709,32.14722672,0.004882355,2.52346418,34.81001845,-15.46,-2,3.072,44.977,30.72,1.069363767,449.77,15.656502
cousins_pheno_0,2019/01/17 08:11:28,Fa030AC031669,E17,100,1,5,31.4005597,0.19277204,31.96066332,0.003993228,2.083065682,28.61682498,-15.72,-3.32,4.428870149,46.65042687,44.28870149,1.267402019,466.5042687,13.34987101
cousins_pheno_0,2019/01/17 08:11:28,Fa030AC031699,E17,100,2,6,25.836119,0.165055233,31.94031668,0.003302651,2.024594457,34.16934327,-15.76,-4.74,3.847,48.232,38.47,1.314494636,482.32,16.48055765
cousins_pheno_0,2019/01/17 08:11:28,Fa030AC031759,E17,100,4,4,27.84236734,0.162937271,31.91719198,0.003692015,2.245860495,43.56591266,-15.74,-3.26,3.314039216,44.32761029,33.14039216,1.44379143,443.2761029,19.31172798
cousins_pheno_0,2019/01/17 08:11:28,Fa030AC031909,E17,100,9,5,26.11220422,0.145265424,31.87467289,0.003292666,2.246048016,28.40326659,-15.14,-1.6,2.709,42.976,27.09,0.769444492,429.76,12.20658785
cousins_pheno_0,2019/01/17 08:11:28,Fa030AB031399,E17,50,1,5,21.05218156,0.114319709,32.03331884,0.00280499,2.414306518,26.05412424,-16.3,-4.48,7.032567213,80.52288361,70.32567213,1.832273799,805.2288361,20.97953214
cousins_pheno_0,2019/01/17 08:11:28,Fa030AB031549,E17,50,6,4,23.76642091,0.145787202,32.01764806,0.003521628,2.383370735,29.25750017,-15.18,-0.5,2.25780292,45.46577737,22.5780292,0.660576693,454.6577737,13.30214989
cousins_pheno_0,2019/01/17 08:11:28,Fa030AB031579,E17,50,7,5,17.14115608,0.097702639,31.71761227,0.002291413,2.29346963,37.3727192,-15.42,-1.29,2.188,42.564,21.88,0.817715096,425.64,15.9073242
cousins_pheno_0,2019/01/17 08:11:28,Fa030AB031609,E17,50,8,5,20.98997712,0.130661721,31.97088289,0.003384829,2.55627056,42.0710039,-15.36,-1.06,2.153113198,41.64609848,21.53113198,0.905836338,416.4609848,17.52093172
cousins_pheno_0,2019/01/17 08:11:28,Fa030AB031639,E17,50,9,5,25.08650749,0.172939591,32.01530075,0.003949983,2.272492935,31.17952573,-15.53,-1.59,3.098,45.876,30.98,0.965941707,458.76,14.30391922
cousins_pheno_0,2019/01/17 08:11:28,Fa029AA031218,E18,10,1,5,17.96435867,0.098801864,32.0282486,0.002277418,2.260530373,41.00321192,-15.48,-3.15,2.029783854,39.72751979,20.29783854,0.832276575,397.2751979,16.28955913
cousins_pheno_0,2019/01/17 08:11:28,Fa029AA031338,E18,10,5,4,13.65596435,0.070230159,31.97524588,0.001960987,2.711969798,36.09136882,-16.05,-1.77,2.231065681,41.69982367,22.31065681,0.805222144,416.9982367,15.05003716
cousins_pheno_0,2019/01/17 08:11:28,Fa029AA031368,E18,10,6,5,31.22957355,0.180833583,31.8901248,0.004085632,2.247725719,21.99651473,-15.94,-2.29,2.794,42.558,27.94,0.614582622,425.58,9.361276739
cousins_pheno_0,2019/01/17 08:11:28,Fa029AC031668,E18,100,1,5,31.37088972,0.15227228,31.87575976,0.003693332,2.403606985,24.77277387,-15.66,-3.09,4.639473276,44.99570345,46.39473276,1.149326223,449.9570345,11.14668387
cousins_pheno_0,2019/01/17 08:11:28,Fa029AC031698,E18,100,2,6,26.14100579,0.164892265,32.07795715,0.003374382,2.061023264,33.10155129,-16.3,-4.46,3.959,48.126,39.59,1.310490416,481.26,15.93045257
cousins_pheno_0,2019/01/17 08:11:28,Fa029AC031728,E18,100,3,6,30.90433283,0.202615548,32.11201954,0.004326718,2.154530557,36.73204401,-16.03,-5.02,4.140238372,46.88341861,41.40238372,1.520794181,468.8341861,17.22123796
cousins_pheno_0,2019/01/17 08:11:28,Fa029AC031758,E18,100,4,4,31.61183006,0.195142535,32.0225385,0.004641235,2.373781534,35.23713524,-16.41,-3.5,2.771690909,43.73995455,27.71690909,0.976664474,437.3995455,15.41270694
cousins_pheno_0,2019/01/17 08:11:28,Fa029AC031788,E18,100,5,5,28.31680089,0.147381901,32.03066731,0.003828834,2.568418166,32.24731771,-16.65,-3.59,3.584748344,46.8622053,35.84748344,1.155985188,468.622053,15.11180423
cousins_pheno_0,2019/01/17 08:11:28,Fa029AC031908,E18,100,9,6,27.67328511,0.146206945,31.88969088,0.003430982,2.350975391,51.0404565,-16.16,-5.37,2.749,42.048,27.49,1.403102149,420.48,21.46149115
cousins_pheno_0,2019/01/17 08:11:28,Fa029AB031398,E18,50,1,6,27.83253311,0.156613007,31.98348904,0.003763973,2.394906985,37.3727192,-15.32,-1.25,2.353883429,41.68966743,23.53883429,0.879710244,416.8966743,15.58056234
cousins_pheno_0,2019/01/17 08:11:28,Fa029AB031428,E18,50,2,5,19.03903056,0.104153191,31.88570277,0.002419001,2.274604394,36.30492722,-15.34,0,1.680837647,42.58586235,16.80837647,0.610226884,425.8586235,15.46076633
cousins_pheno_0,2019/01/17 08:11:28,Fa029AB031488,E18,50,4,5,20.25425096,0.096492118,31.81623268,0.002471257,2.496531897,42.49812069,-15,-1.29,1.29,36.691,12.9,0.548225757,366.91,15.59298546
cousins_pheno_0,2019/01/17 08:11:28,Fa029AB031548,E18,50,6,5,23.7595205,0.141369584,31.88521512,0.003308177,2.309295223,40.57609513,-15.54,-1.65,1.889423684,44.60914737,18.89423684,0.766654351,446.0914737,18.10065007
cousins_pheno_0,2019/01/17 08:11:28,Fa017AA031206,G01,10,1,5,15.53009545,0.082767568,31.61789656,0.001860942,2.19991636,25.84056584,-15.99,-2.88,3.656,58.346,36.56,0.944731087,583.46,15.07693655
cousins_pheno_0,2019/01/17 08:11:28,Fa017AA031236,G01,10,2,5,15.55097147,0.088370928,31.65253448,0.001927958,2.142343663,30.32529215,-15.8,-2.1,3.261,43.285,32.61,0.988907777,432.85,13.12630271
cousins_pheno_0,2019/01/17 08:11:28,Fa017AA031326,G01,10,5,5,15.81389962,0.07671791,31.99879599,0.002044324,2.598861569,46.98284699,-15.7,-2.21,2.733,41.866,27.33,1.284041208,418.66,19.66983872
cousins_pheno_0,2019/01/17 08:11:28,Fa017AA031356,G01,10,6,5,20.60916159,0.10937107,31.97376204,0.002709434,2.446426325,25.41344905,-16.11,-2.27,3.268,43.295,32.68,0.830511515,432.95,11.00275277
cousins_pheno_0,2019/01/17 08:11:28,,G01,10,8,5,21.7870124,0.109098319,31.98066092,0.002695443,2.441406403,,,,,,,,,
cousins_pheno_0,2019/01/17 08:11:28,Fa017AC031656,G01,100,1,5,27.44466923,0.15983571,32.06457996,0.003367439,2.108166981,26.48124103,-15.98,-2.31,4.382387097,46.40268065,43.82387097,1.16051049,464.0268065,12.28800571
